"region","year","input_group","total_adjusted_value"
"SK",2070,"electricity",0.0157843124851
"SK",2070,"gas",0.006036382166337
"SK",2070,"refined liquids",0.0385355503518169
"TN",2020,"H2 enduse",0.01264072491
"TN",2020,"biomass",0.499968015824742
"TN",2020,"coal",0.129022702702703
"TN",2020,"electricity",0.283300366300366
"TN",2020,"gas",0.00413793103448276
"TN",2020,"refined liquids",0.472196747427877
"TN",2025,"H2 enduse",0.02277074908
"TN",2025,"biomass",0.423690135259619
"TN",2025,"coal",0.238351237822703
"TN",2025,"electricity",0.422887155487887
"TN",2025,"gas",0.0514067285764828
"TN",2025,"refined liquids",0.522282049850607
"TN",2030,"H2 enduse",0.0374734972
"TN",2030,"biomass",0.409561406863495
"TN",2030,"coal",0.280729607442703
"TN",2030,"electricity",0.535176364574777
"TN",2030,"gas",0.126992885358483
"TN",2030,"refined liquids",0.593422656541466
"TN",2035,"H2 enduse",0.0546066356
"TN",2035,"biomass",0.395618222898371
"TN",2035,"coal",0.339110929042703
"TN",2035,"electricity",0.665563352441172
"TN",2035,"gas",0.242112643400483
"TN",2035,"refined liquids",0.619327722213137
"TN",2040,"H2 enduse",0.0747275484
"TN",2040,"biomass",0.381538826594247
"TN",2040,"coal",0.398806744542703
"TN",2040,"electricity",0.804926981148667
"TN",2040,"gas",0.408851848500483
"TN",2040,"refined liquids",0.594603005629767
"TN",2045,"H2 enduse",0.0969811574
"TN",2045,"biomass",0.366415385394124
"TN",2045,"coal",0.456459922942703
"TN",2045,"electricity",0.953518976329667
"TN",2045,"gas",0.577190141780483
"TN",2045,"refined liquids",0.591837345900607
"TN",2050,"H2 enduse",0.1218135441
"TN",2050,"biomass",0.349243523666
"TN",2050,"coal",0.511804950542703
"TN",2050,"electricity",1.13613255110967
"TN",2050,"gas",0.639687347750483
"TN",2050,"refined liquids",0.578680271247427
"TN",2055,"H2 enduse",0.1360337007
"TN",2055,"biomass",0.373421722028
"TN",2055,"coal",0.571010960542703
"TN",2055,"electricity",1.34891190605967
"TN",2055,"gas",0.698702842670483
"TN",2055,"refined liquids",0.596286110599877
"TN",2060,"H2 enduse",0.150068600748364
"TN",2060,"biomass",0.395964595761
"TN",2060,"coal",0.625946772042703
"TN",2060,"electricity",1.54976852652967
"TN",2060,"gas",0.761862338096483
"TN",2060,"refined liquids",0.627800763429877
"TN",2065,"H2 enduse",0.162672181906543
"TN",2065,"biomass",0.416370496527
"TN",2065,"coal",0.673900690742703
"TN",2065,"electricity",1.71500963034967
"TN",2065,"gas",0.867532018185483
"TN",2065,"refined liquids",0.678293238456877
"TN",2070,"H2 enduse",0.17296498647203
"TN",2070,"biomass",0.433794349725
"TN",2070,"coal",0.713873662442703
"TN",2070,"electricity",1.86015389650967
"TN",2070,"gas",0.986686511909483
"TN",2070,"refined liquids",0.727527784454877
"TR",2020,"H2 enduse",0.01055399884807
"TR",2020,"biomass",0.0452899484536082
"TR",2020,"coal",0.00071
"TR",2020,"electricity",0
"TR",2020,"gas",0.00283825503355705
"TR",2020,"refined liquids",0.0102248808747705
"TR",2025,"H2 enduse",0.00420772360299
"TR",2025,"biomass",0.0426662726210402
"TR",2025,"coal",0.023239981765
"TR",2025,"electricity",0.005165685001555
"TR",2025,"gas",0.00322340362211705
"TR",2025,"refined liquids",0.0615495929729704
"TR",2030,"H2 enduse",0.0065692738976
"TR",2030,"biomass",0.0360573889589722
"TR",2030,"coal",0.043995271158
"TR",2030,"electricity",0.010220166839565
"TR",2030,"gas",0.00440566563051705
"TR",2030,"refined liquids",0.0713004924810804
"TR",2035,"H2 enduse",0.0093886246232
"TR",2035,"biomass",0.0294551040084041
"TR",2035,"coal",0.066825796295
"TR",2035,"electricity",0.015536439628719
"TR",2035,"gas",0.00593074910558705
"TR",2035,"refined liquids",0.0805252608722652
"TR",2040,"H2 enduse",0.0125242077118
"TR",2040,"biomass",0.0227711735728361
"TR",2040,"coal",0.088999568131
"TR",2040,"electricity",0.02065272571453
"TR",2040,"gas",0.00814772757174605
"TR",2040,"refined liquids",0.0874190659227352
"TR",2045,"H2 enduse",0.0159438694496
"TR",2045,"biomass",0.016041731911368
"TR",2045,"coal",0.110804833798
"TR",2045,"electricity",0.02576404667043
"TR",2045,"gas",0.010537086741837
"TR",2045,"refined liquids",0.0942307567962852
"TR",2050,"H2 enduse",0.0195173681048
"TR",2050,"biomass",0.0092219367483
"TR",2050,"coal",0.131269816743
"TR",2050,"electricity",0.03338768333403
"TR",2050,"gas",0.0104262965658371
"TR",2050,"refined liquids",0.0987158491309912
"TR",2055,"H2 enduse",0.02141587762
"TR",2055,"biomass",0.0100709992293
"TR",2055,"coal",0.150241937115
"TR",2055,"electricity",0.04060847159403
"TR",2055,"gas",0.00957528460683705
"TR",2055,"refined liquids",0.105952465938595
"TR",2060,"H2 enduse",0.0230978922858
"TR",2060,"biomass",0.0107982609176
"TR",2060,"coal",0.166461659108
"TR",2060,"electricity",0.04724440398783
"TR",2060,"gas",0.00853469349933705
"TR",2060,"refined liquids",0.112528429597595
"TR",2065,"H2 enduse",0.0246026315394
"TR",2065,"biomass",0.0114490230038
"TR",2065,"coal",0.180693330648
"TR",2065,"electricity",0.05247234277683
"TR",2065,"gas",0.00874488468933705
"TR",2065,"refined liquids",0.119774809979595
"TR",2070,"H2 enduse",0.0258258975108
"TR",2070,"biomass",0.0119633126058
"TR",2070,"coal",0.191753862128
"TR",2070,"electricity",0.05673283753183
"TR",2070,"gas",0.00940048599333705
"TR",2070,"refined liquids",0.126067879384595
"TS",2020,"H2 enduse",0.00679965438
"TS",2020,"biomass",0.284497655
"TS",2020,"coal",0.0879222972972973
"TS",2020,"electricity",0.123006105006105
"TS",2020,"gas",0.001
"TS",2020,"refined liquids",0.252916971771421
"TS",2025,"H2 enduse",0.01271228124
"TS",2025,"biomass",0.286605528968
"TS",2025,"coal",0.179721231263747
"TS",2025,"electricity",0.196246535128205
"TS",2025,"gas",0.018158695289767
"TS",2025,"refined liquids",0.229696743293685
"TS",2030,"H2 enduse",0.02041548015
"TS",2030,"biomass",0.299134376889
"TS",2030,"coal",0.200121083997297
"TS",2030,"electricity",0.240617201196305
"TS",2030,"gas",0.051366841138883
"TS",2030,"refined liquids",0.252121656301815
"TS",2035,"H2 enduse",0.02966856162
"TS",2035,"biomass",0.311561604422
"TS",2035,"coal",0.226991795797297
"TS",2035,"electricity",0.298119361321505
"TS",2035,"gas",0.100272032415798
"TS",2035,"refined liquids",0.260071502869245
"TS",2040,"H2 enduse",0.04051337119
"TS",2040,"biomass",0.32376429995
"TS",2040,"coal",0.253304147297297
"TS",2040,"electricity",0.360565874554305
"TS",2040,"gas",0.164111900306321
"TS",2040,"refined liquids",0.239302540553415
"TS",2045,"H2 enduse",0.0526016207
"TS",2045,"biomass",0.335250462658
"TS",2045,"coal",0.277717318797297
"TS",2045,"electricity",0.424367052048605
"TS",2045,"gas",0.23305027825317
"TS",2045,"refined liquids",0.223467515708285
"TS",2050,"H2 enduse",0.0657120879
"TS",2050,"biomass",0.345444297534
"TS",2050,"coal",0.299698804597297
"TS",2050,"electricity",0.500499032550805
"TS",2050,"gas",0.25453782312572
"TS",2050,"refined liquids",0.197106422856521
"TS",2055,"H2 enduse",0.0732403677
"TS",2055,"biomass",0.359455898897
"TS",2055,"coal",0.329949638497297
"TS",2055,"electricity",0.589251895914905
"TS",2055,"gas",0.28251072135042
"TS",2055,"refined liquids",0.179668009032445
"TS",2060,"H2 enduse",0.0804133636
"TS",2060,"biomass",0.372512724243
"TS",2060,"coal",0.358310098997297
"TS",2060,"electricity",0.673784419287005
"TS",2060,"gas",0.31076436581912
"TS",2060,"refined liquids",0.168650795241445
"TS",2065,"H2 enduse",0.086944287045335
"TS",2065,"biomass",0.384437840309
"TS",2065,"coal",0.383655225697297
"TS",2065,"electricity",0.744238349640305
"TS",2065,"gas",0.35345975039672
"TS",2065,"refined liquids",0.166731563310445
"TS",2070,"H2 enduse",0.092590397470485
"TS",2070,"biomass",0.394708051282
"TS",2070,"coal",0.405783364797297
"TS",2070,"electricity",0.806362683634405
"TS",2070,"gas",0.40136614510882
"TS",2070,"refined liquids",0.166476911905445
"UK",2020,"H2 enduse",0.006090193717
"UK",2020,"biomass",0.124890463917526
"UK",2020,"coal",0.00591148648648649
"UK",2020,"electricity",0.0379583638583638
"UK",2020,"gas",0.000738255033557047
"UK",2020,"refined liquids",0.0553411834352122
"UK",2025,"H2 enduse",0.0046553677
"UK",2025,"biomass",0.0980829551035258
"UK",2025,"coal",0.0355792781794865
"UK",2025,"electricity",0.0635829615915539
"UK",2025,"gas",0.00764886780884705
"UK",2025,"refined liquids",0.0610744849800122
"UK",2030,"H2 enduse",0.00725642643
"UK",2030,"biomass",0.102059451642526
"UK",2030,"coal",0.0401217653094865
"UK",2030,"electricity",0.0758885306973739
"UK",2030,"gas",0.013918781309717
"UK",2030,"refined liquids",0.0659408025314121
"UK",2035,"H2 enduse",0.01033159778
"UK",2035,"biomass",0.0606876022837258
"UK",2035,"coal",0.0460306007294865
"UK",2035,"electricity",0.0873406357023639
"UK",2035,"gas",0.021336810458847
"UK",2035,"refined liquids",0.0685875522150121
"UK",2040,"H2 enduse",0.01385104875
"UK",2040,"biomass",0.0653655425147258
"UK",2040,"coal",0.0516972144594865
"UK",2040,"electricity",0.0997882665450739
"UK",2040,"gas",0.031190957560607
"UK",2040,"refined liquids",0.0672081096360121
"UK",2045,"H2 enduse",0.01769392352
"UK",2045,"biomass",0.0691466630847258
"UK",2045,"coal",0.0568669308694865
"UK",2045,"electricity",0.112301416317074
"UK",2045,"gas",0.040636532371127
"UK",2045,"refined liquids",0.0677661253774221
"UK",2050,"H2 enduse",0.0217870684
"UK",2050,"biomass",0.0180916425142
"UK",2050,"coal",0.0613808625894865
"UK",2050,"electricity",0.129051829320674
"UK",2050,"gas",0.040263762419407
"UK",2050,"refined liquids",0.0678145878208821
"UK",2055,"H2 enduse",0.02392761382
"UK",2055,"biomass",0.0244960717862
"UK",2055,"coal",0.0676390826194865
"UK",2055,"electricity",0.146822820601374
"UK",2055,"gas",0.038113520049407
"UK",2055,"refined liquids",0.0694346953482121
"UK",2060,"H2 enduse",0.02594532818
"UK",2060,"biomass",0.0304192099102
"UK",2060,"coal",0.0734321073794865
"UK",2060,"electricity",0.163520931319674
"UK",2060,"gas",0.035825824263807
"UK",2060,"refined liquids",0.0723187071522122
"UK",2065,"H2 enduse",0.02775950712
"UK",2065,"biomass",0.0357786979442
"UK",2065,"coal",0.0785905890694865
"UK",2065,"electricity",0.176885406059374
"UK",2065,"gas",0.038401272740507
"UK",2065,"refined liquids",0.0765927970792121
"UK",2070,"H2 enduse",0.02935433447
"UK",2070,"biomass",0.0404304878522
"UK",2070,"coal",0.0831965502194865
"UK",2070,"electricity",0.188421887548774
"UK",2070,"gas",0.042819640800207
"UK",2070,"refined liquids",0.0809468762415121
"UP",2020,"H2 enduse",0.01538768442
"UP",2020,"biomass",0.661913892113402
"UP",2020,"coal",0.0672463513513514
"UP",2020,"electricity",0.274690964590964
"UP",2020,"gas",0.0539390187456608
"UP",2020,"refined liquids",0.658820964718433
"UP",2025,"H2 enduse",0.03962797061
"UP",2025,"biomass",2.2004635399
"UP",2025,"coal",0.169519542951351
"UP",2025,"electricity",0.565729474570277
"UP",2025,"gas",0.112362527931271
"UP",2025,"refined liquids",0.587478752390118
"UP",2030,"H2 enduse",0.0659393248
"UP",2030,"biomass",1.892399898937
"UP",2030,"coal",0.162465871351351
"UP",2030,"electricity",0.730723394800284
"UP",2030,"gas",0.170677261340111
"UP",2030,"refined liquids",0.753501211539306
"UP",2035,"H2 enduse",0.0995267567
"UP",2035,"biomass",1.660454810207
"UP",2035,"coal",0.206909181351351
"UP",2035,"electricity",0.868591813185826
"UP",2035,"gas",0.25539767494737
"UP",2035,"refined liquids",0.877137004493694
"UP",2040,"H2 enduse",0.140633732
"UP",2040,"biomass",1.490073211154
"UP",2040,"coal",0.254398261351351
"UP",2040,"electricity",1.01995805311194
"UP",2040,"gas",0.374851606325939
"UP",2040,"refined liquids",0.908923007199049
"UP",2045,"H2 enduse",0.1883428524
"UP",2045,"biomass",1.258230082525
"UP",2045,"coal",0.302982251351351
"UP",2045,"electricity",1.19210421903744
"UP",2045,"gas",0.493453571700781
"UP",2045,"refined liquids",1.02814799790513
"UP",2050,"H2 enduse",0.2420717158
"UP",2050,"biomass",1.015296579266
"UP",2050,"coal",0.350953541351351
"UP",2050,"electricity",1.40313395165824
"UP",2050,"gas",0.519246469170781
"UP",2050,"refined liquids",1.12925995931354
"UP",2055,"H2 enduse",0.2771946718
"UP",2055,"biomass",1.173205186979
"UP",2055,"coal",0.404653191351351
"UP",2055,"electricity",1.62616173618024
"UP",2055,"gas",0.550542589010781
"UP",2055,"refined liquids",1.13498429658869
"UP",2060,"H2 enduse",0.3117219263
"UP",2060,"biomass",1.32568022033
"UP",2060,"coal",0.456163941351351
"UP",2060,"electricity",1.85002929277224
"UP",2060,"gas",0.587441691520781
"UP",2060,"refined liquids",1.16225902317085
"UP",2065,"H2 enduse",0.3441773522
"UP",2065,"biomass",1.470021033732
"UP",2065,"coal",0.504128301351351
"UP",2065,"electricity",2.05748627724724
"UP",2065,"gas",0.664208261120781
"UP",2065,"refined liquids",1.20247303726969
"UP",2070,"H2 enduse",0.3733915556
"UP",2070,"biomass",1.59985210656
"UP",2070,"coal",0.547368131351351
"UP",2070,"electricity",2.24999235168724
"UP",2070,"gas",0.759571313590781
"UP",2070,"refined liquids",1.24715329119969
"WB",2020,"H2 enduse",0.04089192695
"WB",2020,"biomass",0.23742912371134
"WB",2020,"coal",0.230854594594595
"WB",2020,"electricity",0.156378754578754
"WB",2020,"gas",0.00413793103448276
"WB",2020,"refined liquids",0.336629455722592
"WB",2025,"H2 enduse",0.02536259535
"WB",2025,"biomass",0.214189498477
"WB",2025,"coal",0.345180534194595
"WB",2025,"electricity",0.336491914224794
"WB",2025,"gas",0.0330388754514828
"WB",2025,"refined liquids",0.463603818499008
"WB",2030,"H2 enduse",0.04087925986
"WB",2030,"biomass",0.19292426124
"WB",2030,"coal",0.324603499594595
"WB",2030,"electricity",0.428716727327054
"WB",2030,"gas",0.0819410374954828
"WB",2030,"refined liquids",0.505163266022512
"WB",2035,"H2 enduse",0.05986173487
"WB",2035,"biomass",0.188518327999
"WB",2035,"coal",0.378382163594595
"WB",2035,"electricity",0.511114890283254
"WB",2035,"gas",0.142560411866483
"WB",2035,"refined liquids",0.542052280913725
"WB",2040,"H2 enduse",0.0820652774
"WB",2040,"biomass",0.176399470599
"WB",2040,"coal",0.430960880594595
"WB",2040,"electricity",0.597207719922054
"WB",2040,"gas",0.224227637870773
"WB",2040,"refined liquids",0.548566243273458
"WB",2045,"H2 enduse",0.1068641344
"WB",2045,"biomass",0.158275443017
"WB",2045,"coal",0.480464233594595
"WB",2045,"electricity",0.684660201344454
"WB",2045,"gas",0.300380131972483
"WB",2045,"refined liquids",0.574496819265658
"WB",2050,"H2 enduse",0.1336876009
"WB",2050,"biomass",0.143068588434
"WB",2050,"coal",0.526227638594595
"WB",2050,"electricity",0.789414921767054
"WB",2050,"gas",0.295288287452483
"WB",2050,"refined liquids",0.595362081221317
"WB",2055,"H2 enduse",0.14900106
"WB",2055,"biomass",0.00110239340900001
"WB",2055,"coal",0.582793220594595
"WB",2055,"electricity",0.910334380274054
"WB",2055,"gas",0.292550736182483
"WB",2055,"refined liquids",0.629157665443058
"WB",2060,"H2 enduse",0.1633234423
"WB",2060,"biomass",0.015955545902
"WB",2060,"coal",0.634960783594595
"WB",2060,"electricity",1.02629903851205
"WB",2060,"gas",0.292423082877483
"WB",2060,"refined liquids",0.666410110023057
"WB",2065,"H2 enduse",0.1760564833
"WB",2065,"biomass",0.029220583187
"WB",2065,"coal",0.680231332594595
"WB",2065,"electricity",1.12386917018005
"WB",2065,"gas",0.324237446077483
"WB",2065,"refined liquids",0.707366881631057
"WB",2070,"H2 enduse",0.1867662823
"WB",2070,"biomass",0.040284203455
"WB",2070,"coal",0.718020859594595
"WB",2070,"electricity",1.21102173409405
"WB",2070,"gas",0.368833770989483
"WB",2070,"refined liquids",0.744343050472057
"AN",2020,"total",0.00928850176911868
"AN",2025,"total",0.00918865299561232
"AN",2030,"total",0.0114364934915813
"AN",2035,"total",0.0140515837116223
"AN",2040,"total",0.0164332815010323
"AN",2045,"total",0.0191052197038753
"AN",2050,"total",0.0218743184627453
"AN",2055,"total",0.0249346606898653
"AN",2060,"total",0.0281305096726753
"AN",2065,"total",0.0313106441962253
"AN",2070,"total",0.0344393339959953
"AP",2020,"total",1.11803847426112
"AP",2025,"total",1.32203434382788
"AP",2030,"total",1.47634918948395
"AP",2035,"total",1.67586078910491
"AP",2040,"total",1.87289032498453
"AP",2045,"total",2.09115540741959
"AP",2050,"total",2.25963148920652
"AP",2055,"total",2.50595543939479
"AP",2060,"total",2.74768990014979
"AP",2065,"total",2.99217366631786
"AP",2070,"total",3.22499547546679
"AR",2020,"total",0.0164425164922754
"AR",2025,"total",0.0270568275915451
"AR",2030,"total",0.0369577521114948
"AR",2035,"total",0.0498073976116165
"AR",2040,"total",0.0628795053109493
"AR",2045,"total",0.077587937280989
"AR",2050,"total",0.0921565330360987
"AR",2055,"total",0.110058308250069
"AR",2060,"total",0.127249713310554
"AR",2065,"total",0.145313618978754
"AR",2070,"total",0.162298413485344
"AS",2020,"total",0.297938851889682
"AS",2025,"total",0.430638263234614
"AS",2030,"total",0.490132634375997
"AS",2035,"total",0.48894624787189
"AS",2040,"total",0.566184946825002
"AS",2045,"total",0.656345295392204
"AS",2050,"total",0.72840458323902
"AS",2055,"total",0.825070722856146
"AS",2060,"total",0.923827821074186
"AS",2065,"total",1.03873502815108
"AS",2070,"total",1.15605060709088
"BR",2020,"total",0.386099491747096
"BR",2025,"total",0.73432676464732
"BR",2030,"total",0.833275689179278
"BR",2035,"total",0.953014337663697
"BR",2040,"total",1.01638506090083
"BR",2045,"total",1.07486121508374
"BR",2050,"total",1.11368021235383
"BR",2055,"total",1.22239179832274
"BR",2060,"total",1.33794248814164
"BR",2065,"total",1.46578059274064
"BR",2070,"total",1.59370169101964
"CG",2020,"total",1.4891643978446
"CG",2025,"total",1.78797455330685
"CG",2030,"total",2.10562148502337
"CG",2035,"total",2.3597372234106
"CG",2040,"total",2.73264787128578
"CG",2045,"total",3.12094308018501
"CG",2050,"total",2.86744437885986
"CG",2055,"total",3.28366702716437
"CG",2060,"total",3.69464646359037
"CG",2065,"total",4.10811322375367
"CG",2070,"total",4.50228611451857
"CH",2020,"total",0.0170432042375735
"CH",2025,"total",0.0261826004221535
"CH",2030,"total",0.0325468216827335
"CH",2035,"total",0.0391742741763955
"CH",2040,"total",0.0444506918905335
"CH",2045,"total",0.0522956019960934
"CH",2050,"total",0.0580141005777434
"CH",2055,"total",0.0653031241485335
"CH",2060,"total",0.0732982469122335
"CH",2065,"total",0.0826992856293735
"CH",2070,"total",0.0923336811813835
"DL",2020,"total",0.327342084310651
"DL",2025,"total",0.502910197434011
"DL",2030,"total",0.65166212464664
"DL",2035,"total",0.826604523048112
"DL",2040,"total",1.01436938634102
"DL",2045,"total",1.22023835207928
"DL",2050,"total",1.40943772309561
"DL",2055,"total",1.64301883949013
"DL",2060,"total",1.89112512517383
"DL",2065,"total",2.14176181192133
"DL",2070,"total",2.38513041029009
"GA",2020,"total",0.0490458476174639
"GA",2025,"total",0.0827447966429465
"GA",2030,"total",0.0979520170324935
"GA",2035,"total",0.112897117254888
"GA",2040,"total",0.128796229270882
"GA",2045,"total",0.145217271776452
"GA",2050,"total",0.158571534206182
"GA",2055,"total",0.163381957345942
"GA",2060,"total",0.173858886101412
"GA",2065,"total",0.187026981020552
"GA",2070,"total",0.200237664891772
"GJ",2020,"total",1.83440743791527
"GJ",2025,"total",2.34459973915448
"GJ",2030,"total",3.00778582011588
"GJ",2035,"total",3.77090726609805
"GJ",2040,"total",4.56851286389534
"GJ",2045,"total",5.43461105391924
"GJ",2050,"total",6.16396506301299
"GJ",2055,"total",6.93593709152644
"GJ",2060,"total",7.69373666677457
"GJ",2065,"total",8.51128928622133
"GJ",2070,"total",9.308154607379
"HP",2020,"total",0.144393452720395
"HP",2025,"total",0.175640442557899
"HP",2030,"total",0.203608017065443
"HP",2035,"total",0.234128446698741
"HP",2040,"total",0.263845469677489
"HP",2045,"total",0.296566235750725
"HP",2050,"total",0.313190041629259
"HP",2055,"total",0.336797341110259
"HP",2060,"total",0.360409318056549
"HP",2065,"total",0.392350807504469
"HP",2070,"total",0.425974594870219
"HR",2020,"total",0.703887652730637
"HR",2025,"total",1.27241829343864
"HR",2030,"total",1.4149720976086
"HR",2035,"total",1.59253705577294
"HR",2040,"total",1.7716524255072
"HR",2045,"total",1.95547918939931
"HR",2050,"total",2.07118194736827
"HR",2055,"total",2.23516079079462
"HR",2060,"total",2.39741548962542
"HR",2065,"total",2.57639743473652
"HR",2070,"total",2.75172536218162
"IN",2020,"total",0
"IN",2025,"total",0
"IN",2030,"total",0
"IN",2035,"total",0
"IN",2040,"total",0
"IN",2045,"total",0
"IN",2050,"total",0
"IN",2055,"total",0
"IN",2060,"total",0
"IN",2065,"total",0
"IN",2070,"total",0
"JH",2020,"total",0.712760361222827
"JH",2025,"total",0.997162476202339
"JH",2030,"total",1.16720853399795
"JH",2035,"total",1.3750076238417
"JH",2040,"total",1.57613125442612
"JH",2045,"total",1.81988092422315
"JH",2050,"total",1.97142293868739
"JH",2055,"total",2.23209363573987
"JH",2060,"total",2.42107506314238
"JH",2065,"total",2.63449935731938
"JH",2070,"total",2.84881487602778
"JK",2020,"total",0.221294241253984
"JK",2025,"total",0.229753331048403
"JK",2030,"total",0.261860684995723
"JK",2035,"total",0.306461025300177
"JK",2040,"total",0.353115601791023
"JK",2045,"total",0.401845889270363
"JK",2050,"total",0.434360627340401
"JK",2055,"total",0.470775512309001
"JK",2060,"total",0.508570722054801
"JK",2065,"total",0.554536706847801
"JK",2070,"total",0.601035456060001
"KA",2020,"total",1.3767757751108
"KA",2025,"total",1.72343994536976
"KA",2030,"total",2.00246575342001
"KA",2035,"total",2.29645735630739
"KA",2040,"total",2.58969667969068
"KA",2045,"total",2.89362346689944
"KA",2050,"total",3.11250081824913
"KA",2055,"total",3.40078172409478
"KA",2060,"total",3.67902802719078
"KA",2065,"total",3.96818267559067
"KA",2070,"total",4.24287337582917
"KL",2020,"total",0.608286567008832
"KL",2025,"total",0.681970158188757
"KL",2030,"total",0.731559874078463
"KL",2035,"total",0.782835326210828
"KL",2040,"total",0.829845876201594
"KL",2045,"total",0.885462991947132
"KL",2050,"total",0.896202332425022
"KL",2055,"total",0.968113205250545
"KL",2060,"total",1.03973342918205
"KL",2065,"total",1.1264382342003
"KL",2070,"total",1.21295738487692
"LA",2020,"total",8.5010548e-08
"LA",2025,"total",0.001090627861472
"LA",2030,"total",0.001457642344254
"LA",2035,"total",0.001865658241426
"LA",2040,"total",0.002250177715003
"LA",2045,"total",0.003205940165551
"LA",2050,"total",0.003374945422314
"LA",2055,"total",0.003543384337338
"LA",2060,"total",0.003704170870973
"LA",2065,"total",0.003986745352822
"LA",2070,"total",0.004301842824597
"LD",2020,"total",0.00179057036082948
"LD",2025,"total",0.000809751953765108
"LD",2030,"total",0.000979873584546108
"LD",2035,"total",0.00116688271213811
"LD",2040,"total",0.00135475136422827
"LD",2045,"total",0.00157629153415527
"LD",2050,"total",0.00171530666116927
"LD",2055,"total",0.00183299498871627
"LD",2060,"total",0.00192824132085627
"LD",2065,"total",0.00204857585001111
"LD",2070,"total",0.00216613812531111
"MH",2020,"total",1.77477027996619
"MH",2025,"total",2.39474324087938
"MH",2030,"total",2.61881132593965
"MH",2035,"total",3.03863828728067
"MH",2040,"total",3.49167196306624
"MH",2045,"total",4.001508829127
"MH",2050,"total",4.38643103899074
"MH",2055,"total",4.85644474514462
"MH",2060,"total",5.33619687728798
"MH",2065,"total",5.87082290475963
"MH",2070,"total",6.40205691181501
"ML",2020,"total",0.0475609673404535
"ML",2025,"total",0.0912178298972929
"ML",2030,"total",0.105522458197112
"ML",2035,"total",0.120846669041992
"ML",2040,"total",0.136724946575612
"ML",2045,"total",0.15319814887934
"ML",2050,"total",0.166617086269299
"ML",2055,"total",0.183066685027369
"ML",2060,"total",0.198728492618499
"ML",2065,"total",0.215394049774799
"ML",2070,"total",0.231197657537639
"MN",2020,"total",0.0232983579843594
"MN",2025,"total",0.0333141399359525
"MN",2030,"total",0.0307808646522995
"MN",2035,"total",0.0355591281349471
"MN",2040,"total",0.0408591363516891
"MN",2045,"total",0.0460162249666861
"MN",2050,"total",0.0442881321458648
"MN",2055,"total",0.0480814775452648
"MN",2060,"total",0.0515361303668148
"MN",2065,"total",0.0558020361205748
"MN",2070,"total",0.0598393099773648
"MP",2020,"total",0.725865399423621
"MP",2025,"total",1.13334555905687
"MP",2030,"total",1.3224680987447
"MP",2035,"total",1.55957838333643
"MP",2040,"total",1.75532428557576
"MP",2045,"total",1.95346607595971
"MP",2050,"total",2.14431236072498
"MP",2055,"total",2.3530955953269
"MP",2060,"total",2.5618487281589
"MP",2065,"total",2.7920374145909
"MP",2070,"total",3.02074536703923
"MZ",2020,"total",0.00764654036241388
"MZ",2025,"total",0.0195258126058791
"MZ",2030,"total",0.0307781195922591
"MZ",2035,"total",0.0426267866930374
"MZ",2040,"total",0.0554706650087074
"MZ",2045,"total",0.0687948940631674
"MZ",2050,"total",0.0807308445889474
"MZ",2055,"total",0.0943452396889674
"MZ",2060,"total",0.107080561240047
"MZ",2065,"total",0.120802502227667
"MZ",2070,"total",0.133237669860929
"NL",2020,"total",0.0191382226159426
"NL",2025,"total",0.0529503057249142
"NL",2030,"total",0.0662358797902928
"NL",2035,"total",0.0797537619524374
"NL",2040,"total",0.092879039580289
"NL",2045,"total",0.107267595903338
"NL",2050,"total",0.123838103813454
"NL",2055,"total",0.146642237244666
"NL",2060,"total",0.151674907209806
"NL",2065,"total",0.162336135771066
"NL",2070,"total",0.174005705930616
"OD",2020,"total",1.54214968475076
"OD",2025,"total",1.96284777393079
"OD",2030,"total",2.21542390188847
"OD",2035,"total",2.60063631705407
"OD",2040,"total",2.96893915318719
"OD",2045,"total",3.35241139037263
"OD",2050,"total",3.39755898417408
"OD",2055,"total",3.76362331707165
"OD",2060,"total",4.11508886133165
"OD",2065,"total",4.46820264944365
"OD",2070,"total",4.7974146110949
"PB",2020,"total",0.664117960915185
"PB",2025,"total",1.30116667174497
"PB",2030,"total",1.38466340798312
"PB",2035,"total",1.5158703373115
"PB",2040,"total",1.66000146254329
"PB",2045,"total",1.81116069082231
"PB",2050,"total",1.92211211138146
"PB",2055,"total",2.09741202737781
"PB",2060,"total",2.27257148209081
"PB",2065,"total",2.45324749648882
"PB",2070,"total",2.62346805467521
"PC",2020,"total",0.0267035867601928
"PC",2025,"total",0.0384559590739928
"PC",2030,"total",0.0471846872270928
"PC",2035,"total",0.0546732419587028
"PC",2040,"total",0.0651354107966928
"PC",2045,"total",0.0748771943790927
"PC",2050,"total",0.0827398114094928
"PC",2055,"total",0.0905810137697928
"PC",2060,"total",0.0986138541907928
"PC",2065,"total",0.108174387037293
"PC",2070,"total",0.117834891061593
"RJ",2020,"total",1.43505671227266
"RJ",2025,"total",1.48502639347227
"RJ",2030,"total",1.67932024536031
"RJ",2035,"total",1.89911138655949
"RJ",2040,"total",2.12016707978581
"RJ",2045,"total",2.36624885033571
"RJ",2050,"total",2.50010048148845
"RJ",2055,"total",2.72354176352946
"RJ",2060,"total",2.95769337345445
"RJ",2065,"total",3.22742188028145
"RJ",2070,"total",3.49930115449646
"SK",2020,"total",0.00872587966576688
"SK",2025,"total",0.0247908735835269
"SK",2030,"total",0.0315006853519069
